transaction_amount,transaction_velocity,network_latency,merchant_age_days,geo_distance,device_risk,retry_count,bank_latency,hour_of_day,merchant_risk,fraud_label,routing_failure_label,reliability_failure_label
6042.27,8,85.94,377.42,34.77,0.52,0,115.44,14,0.258,0,0,1
2366.23,3,74.03,219.05,57.07,0.525,0,133.99,9,0.635,0,0,0
734.98,6,170.38,1221.15,74.82,0.264,0,142.09,10,0.285,0,0,0
1195.78,1,148.91,2294.0,1.09,0.304,1,247.97,0,0.225,0,0,0
2407.6,2,326.78,1192.56,7.86,0.19,0,20.0,16,0.455,0,0,0
1497.28,2,188.38,107.53,68.98,0.167,2,104.31,1,0.599,0,1,0
4623.73,8,127.49,308.92,74.02,0.317,0,89.59,8,0.486,0,1,0
391.59,13,504.91,738.84,144.44,0.506,0,124.45,7,0.236,0,0,0
405.75,4,320.13,174.54,17.2,0.046,0,285.76,5,0.33,0,0,0
2166.51,3,300.31,809.76,12.77,0.66,0,241.7,21,0.585,1,1,1
1105.95,3,133.59,215.38,42.64,0.681,1,204.78,7,0.119,0,0,0
965.79,3,121.04,625.95,4.1,0.149,1,71.39,20,0.052,0,0,0
308.57,5,211.74,981.41,64.59,0.387,0,226.31,0,0.118,0,0,0
1843.73,8,407.51,1236.47,32.52,0.127,1,308.56,1,0.543,0,1,1
1715.13,3,112.77,1289.79,61.9,0.137,0,187.97,14,0.573,0,0,0
3475.45,6,20.0,1192.46,8.64,0.379,1,232.86,7,0.312,0,0,0
1937.02,6,52.25,117.97,31.26,0.609,1,246.4,0,0.134,0,0,0
1583.5,6,26.21,3631.75,21.17,0.314,0,236.14,21,0.413,0,1,0
5866.42,7,163.8,1183.26,31.87,0.262,2,27.33,15,0.623,0,1,1
486.64,4,394.78,87.97,40.82,0.13,0,211.71,21,0.249,0,0,0
3091.43,7,20.0,956.72,57.7,0.408,0,149.2,19,0.271,0,0,1
339.97,4,238.93,507.9,100.79,0.083,0,103.0,20,0.27,0,0,0
781.83,5,168.3,446.84,13.26,0.391,2,196.84,21,0.759,0,1,0
537.72,5,227.25,903.13,27.83,0.489,1,249.12,20,0.579,0,1,0
3951.86,5,174.86,147.04,6.0,0.323,0,335.97,1,0.56,0,0,1
1693.56,9,20.0,5000.0,20.34,0.167,0,215.26,21,0.605,0,1,0
1783.79,4,190.01,629.06,23.9,0.507,1,142.78,11,0.261,0,0,0
597.81,4,362.3,722.37,29.11,0.675,2,20.0,19,0.317,0,0,0
1339.84,4,271.33,442.98,130.76,0.171,0,161.53,13,0.17,0,0,0
842.64,6,216.14,744.96,120.36,0.041,1,131.69,3,0.043,0,0,0
2653.02,4,336.8,872.54,3.58,0.445,1,108.79,12,0.605,0,0,1
671.09,7,224.01,339.1,26.71,0.147,1,317.03,12,0.203,0,1,0
6834.88,4,161.03,496.04,19.29,0.059,1,174.54,21,0.263,0,0,1
338.46,6,151.21,236.14,22.4,0.366,0,55.89,7,0.02,0,0,0
807.13,4,218.99,1182.56,69.43,0.414,0,159.56,19,0.222,0,0,0
9674.03,8,419.26,1069.62,10.98,0.504,1,94.73,20,0.267,0,1,1
1170.12,0,123.05,1332.53,70.5,0.272,0,75.84,3,0.398,0,0,0
485.47,6,125.44,970.77,124.49,0.54,1,207.9,9,0.402,0,0,0
2250.87,8,359.65,16.25,59.17,0.417,1,154.78,15,0.211,0,1,0
1123.95,5,271.5,169.71,26.51,0.208,1,251.68,20,0.385,0,0,0
783.78,7,427.67,393.62,3.23,0.122,1,125.45,15,0.055,0,0,0
604.34,7,425.67,213.45,5.5,0.186,2,233.5,14,0.251,0,0,0
28807.0,3,350.3,606.91,62.74,0.189,0,228.89,21,0.183,0,0,1
1405.92,2,345.15,1827.16,6.03,0.407,0,251.86,23,0.145,0,1,0
263.6,5,259.77,1071.69,26.74,0.444,0,108.08,0,0.317,0,0,0
8052.27,8,31.95,247.99,102.61,0.142,0,173.77,16,0.921,1,0,1
3331.14,7,145.19,405.43,38.41,0.145,1,106.48,19,0.249,1,0,0
840.11,1,157.53,42.68,20.53,0.34,2,91.74,8,0.223,0,0,0
711.15,2,377.88,5.01,13.13,0.314,1,425.16,16,0.23,0,1,0
3545.64,6,461.24,442.89,38.83,0.123,1,264.73,23,0.509,0,1,1
1412.45,3,250.89,1041.37,20.79,0.078,0,224.27,6,0.509,0,0,0
263.49,11,278.76,1577.52,159.62,0.202,0,196.96,0,0.518,1,0,0
10799.34,8,177.43,451.77,0.68,0.113,1,203.1,18,0.13,0,0,1
1171.46,3,218.96,159.01,145.25,0.389,0,233.73,10,0.169,0,0,0
8067.28,6,198.02,242.37,11.87,0.37,0,87.76,8,0.555,0,0,1
6492.71,6,458.99,471.72,42.69,0.35,0,214.71,5,0.188,0,0,1
664.47,10,438.41,838.92,15.31,0.162,1,237.88,21,0.206,0,1,0
5080.63,7,89.69,626.16,85.05,0.165,1,47.69,6,0.422,0,0,1
942.52,8,264.43,1469.15,60.04,0.111,2,108.91,5,0.438,0,0,0
279.58,3,217.45,14.96,13.35,0.44,0,209.69,19,0.289,0,0,0
1182.52,4,20.0,3875.43,41.61,0.668,0,53.8,0,0.304,0,0,0
2690.92,1,407.46,2118.39,119.62,0.24,1,314.07,12,0.245,0,0,1
1138.27,4,546.82,129.67,12.68,0.304,1,201.85,19,0.184,0,1,0
1330.02,6,369.68,39.49,84.06,0.321,2,25.21,0,0.194,0,1,0
5673.53,3,205.41,769.15,78.75,0.24,0,181.75,12,0.147,0,0,1
2011.21,4,404.28,1022.39,24.13,0.585,0,288.06,3,0.251,0,0,0
777.98,6,306.81,515.91,1.95,0.205,2,125.86,6,0.164,0,1,0
3648.35,5,488.55,260.88,9.13,0.215,1,136.26,3,0.403,0,1,0
2203.22,4,292.28,815.44,32.13,0.364,1,168.79,4,0.315,0,0,1
145.24,3,249.97,808.12,31.8,0.251,1,241.96,22,0.405,0,0,0
2774.85,9,244.05,128.45,5.59,0.313,0,185.7,18,0.115,0,0,0
2675.33,9,216.39,1285.5,16.9,0.269,2,34.41,20,0.356,0,1,1
1844.79,8,316.67,1107.47,23.73,0.059,1,120.84,2,0.294,0,0,0
4410.31,2,429.71,70.91,84.82,0.151,3,102.52,7,0.026,0,0,1
922.98,6,119.65,496.61,114.3,0.513,2,240.59,3,0.329,0,1,0
2531.33,4,350.68,399.92,46.26,0.511,2,234.17,9,0.803,0,1,1
377.3,6,616.97,496.62,15.99,0.368,0,148.45,15,0.488,0,1,0
2716.48,3,131.91,494.87,57.86,0.356,2,166.76,8,0.237,0,1,1
12747.11,4,361.92,593.95,144.72,0.467,0,300.96,3,0.325,0,0,1
668.57,8,237.85,259.7,5.83,0.031,5,96.83,13,0.064,0,1,0
845.73,6,78.67,507.35,16.48,0.268,1,198.81,10,0.454,0,1,0
888.9,4,43.13,83.84,39.57,0.19,3,212.2,18,0.323,0,0,1
2059.05,3,336.03,155.54,20.86,0.091,0,178.72,1,0.183,0,0,0
624.51,7,97.53,73.72,99.9,0.671,5,76.44,22,0.332,0,1,0
2755.21,3,352.35,164.81,15.15,0.31,0,272.07,13,0.13,0,1,0
4216.83,7,262.02,3.47,107.23,0.134,1,98.72,18,0.172,0,0,1
3085.12,4,478.56,30.85,89.36,0.204,0,230.51,19,0.477,0,1,1
308.46,9,140.78,1274.2,9.2,0.085,0,39.73,7,0.184,0,1,0
4891.08,6,128.31,177.64,4.94,0.191,0,145.76,11,0.157,0,0,1
4616.39,4,390.22,587.16,56.5,0.101,1,79.86,4,0.285,0,0,1
4147.09,2,215.96,370.1,25.48,0.332,3,138.04,13,0.217,0,0,0
2625.02,2,358.79,319.22,13.22,0.085,0,264.88,8,0.374,0,0,1
2253.39,5,406.53,1556.49,123.24,0.659,1,138.65,7,0.24,0,1,1
5076.56,6,435.6,532.78,4.64,0.084,1,99.21,15,0.819,0,1,1
12375.99,5,97.81,581.87,88.9,0.491,0,112.22,3,0.037,0,0,1
697.12,7,212.23,491.63,41.2,0.665,1,260.15,22,0.282,0,0,0
5314.13,8,41.57,250.61,6.5,0.206,1,275.87,8,0.404,0,0,1
1658.69,3,404.89,919.72,23.51,0.317,1,215.59,3,0.552,0,1,0
1588.15,5,233.3,38.66,38.22,0.223,0,207.93,17,0.537,0,1,0
388.96,6,20.0,264.44,9.45,0.221,2,152.68,17,0.146,0,0,0
1359.96,9,390.19,866.62,6.83,0.341,0,312.83,10,0.09,0,0,0
666.96,2,358.21,27.19,15.94,0.366,0,131.03,3,0.182,0,0,1
1137.0,4,130.73,20.84,41.17,0.1,0,301.33,14,0.415,0,0,0
602.94,4,227.12,373.15,73.92,0.201,0,201.92,23,0.308,0,0,0
1154.12,9,325.61,231.4,163.1,0.361,0,40.37,13,0.15,0,0,0
1204.58,7,380.19,965.74,8.03,0.115,1,110.35,5,0.15,0,0,0
1991.72,9,175.93,1128.28,0.43,0.244,0,104.43,13,0.255,0,0,0
359.69,8,370.97,29.53,200.53,0.387,1,219.86,19,0.419,0,0,0
426.02,6,221.6,458.72,7.37,0.203,2,171.59,19,0.531,0,1,0
2596.49,5,298.97,2294.78,69.71,0.152,1,212.18,3,0.741,0,0,0
814.49,10,287.76,300.29,74.28,0.241,1,126.81,13,0.58,0,0,0
5295.06,5,31.76,175.48,4.41,0.051,0,80.79,23,0.388,0,0,1
2264.86,2,164.46,589.34,83.37,0.454,1,135.76,5,0.613,0,0,0
3316.82,3,104.07,479.6,14.35,0.182,0,184.47,5,0.319,0,0,1
7410.79,2,152.59,198.27,78.83,0.043,1,144.6,12,0.37,0,0,1
1326.49,4,287.48,205.74,19.17,0.412,0,180.63,0,0.176,0,0,1
1017.92,6,156.56,928.49,69.42,0.441,1,161.88,11,0.717,1,1,0
4322.99,7,289.42,311.97,91.64,0.292,0,291.54,3,0.216,0,0,1
3009.45,5,117.05,3416.57,0.22,0.574,1,143.08,2,0.332,0,0,0
1499.17,4,210.59,273.77,37.04,0.159,1,380.51,18,0.445,0,0,1
7269.61,6,427.86,635.06,20.92,0.123,0,30.06,3,0.132,0,0,1
1462.29,2,152.01,60.75,92.86,0.32,1,192.08,15,0.168,0,0,0
1868.28,9,343.07,619.18,32.96,0.241,2,160.01,0,0.237,0,0,0
1846.82,8,74.16,493.85,24.09,0.478,0,20.0,1,0.158,0,0,0
710.1,4,350.01,343.82,7.99,0.148,2,206.6,19,0.534,0,1,0
1953.91,3,144.12,449.17,16.64,0.222,0,312.68,11,0.175,0,0,0
7308.26,6,164.46,157.27,256.05,0.606,1,200.24,18,0.673,1,0,1
2821.34,5,375.0,1372.86,97.13,0.36,0,206.59,23,0.166,0,0,0
1865.09,6,20.0,2038.71,18.3,0.174,1,199.84,9,0.209,0,0,0
1537.99,3,227.97,1453.64,48.12,0.029,0,122.38,10,0.523,0,0,0
2517.11,7,362.75,1307.27,307.99,0.264,1,202.64,2,0.392,0,0,0
3826.73,8,30.42,635.94,58.43,0.149,0,235.94,13,0.456,0,0,0
3325.05,6,231.17,324.75,20.69,0.065,1,250.51,3,0.338,0,0,0
1297.42,2,102.87,150.93,2.07,0.415,0,193.28,5,0.191,0,0,0
2501.84,6,166.66,1370.71,80.29,0.339,0,232.4,20,0.058,0,0,1
2921.75,9,262.23,35.55,16.81,0.415,0,188.99,8,0.249,0,0,0
660.37,5,308.19,159.75,7.76,0.581,1,118.5,15,0.123,0,0,0
2139.29,8,306.62,410.97,6.13,0.35,0,224.91,5,0.375,0,1,0
208.24,7,393.3,173.16,5.67,0.303,2,290.79,2,0.106,0,1,0
2929.34,1,221.31,699.72,6.05,0.224,0,238.55,7,0.176,0,0,0
3499.39,3,176.34,1030.37,36.28,0.484,0,163.69,4,0.36,0,0,0
3818.24,7,298.59,1918.31,72.11,0.169,1,201.94,16,0.423,0,0,0
1217.99,2,381.36,189.03,111.61,0.46,1,240.63,15,0.161,0,0,0
2462.78,4,165.31,262.37,57.93,0.158,0,209.06,10,0.486,0,1,0
7509.72,4,282.89,1009.09,5.03,0.367,0,206.04,14,0.783,1,1,1
7433.63,3,303.21,195.74,146.97,0.218,0,186.05,10,0.628,0,0,1
1756.06,6,253.68,387.38,0.29,0.122,2,156.38,5,0.604,0,1,0
2078.33,4,292.9,1120.19,69.78,0.233,0,173.7,21,0.075,0,0,0
5491.25,5,333.24,377.08,201.86,0.299,0,187.14,4,0.252,0,0,1
403.11,4,279.17,126.55,112.38,0.084,0,318.81,13,0.564,1,0,0
1308.88,2,247.76,251.18,62.96,0.378,0,211.82,15,0.234,0,1,0
6874.47,3,234.93,67.45,37.21,0.476,1,192.91,2,0.298,0,0,1
4794.38,4,372.82,897.1,383.39,0.424,1,117.22,17,0.42,0,0,1
2615.64,3,293.54,37.53,49.07,0.108,1,126.66,0,0.216,0,0,0
401.08,1,385.47,682.76,88.77,0.016,1,309.07,16,0.522,0,0,0
1720.02,6,263.91,2397.4,10.02,0.533,0,41.21,18,0.046,0,0,0
1002.33,4,327.67,1572.17,51.07,0.459,1,199.4,3,0.235,0,0,1
2517.54,6,316.17,60.59,0.67,0.153,4,264.74,0,0.119,0,1,1
804.85,5,180.23,1002.76,82.58,0.567,1,210.38,0,0.232,0,0,0
648.25,5,20.0,937.19,26.61,0.311,1,278.56,15,0.337,0,0,0
229.32,9,52.99,283.5,14.92,0.697,1,231.5,17,0.161,0,0,0
6135.24,6,350.59,92.62,14.98,0.32,1,225.81,23,0.245,0,0,1
1212.25,6,316.82,1539.72,195.1,0.202,0,79.78,15,0.255,0,0,0
2115.71,4,250.39,646.5,100.54,0.31,1,232.03,22,0.456,0,0,1
1804.0,6,279.67,958.96,77.72,0.181,1,278.81,4,0.549,0,0,0
621.77,5,170.18,489.7,35.19,0.121,0,183.23,23,0.216,0,0,0
513.34,10,162.87,201.19,25.47,0.239,0,221.74,16,0.571,1,0,0
661.62,12,215.85,241.26,44.7,0.125,1,90.58,1,0.541,0,1,0
877.28,6,346.42,612.28,39.41,0.128,1,185.8,13,0.704,0,1,0
2608.7,1,374.75,213.83,108.99,0.372,1,219.77,23,0.219,0,0,0
815.89,3,289.31,406.9,180.76,0.135,0,101.91,14,0.747,0,0,0
10368.12,3,261.86,61.85,133.7,0.247,0,156.74,15,0.244,0,0,1
5050.04,3,243.54,4323.81,73.06,0.403,1,239.63,21,0.367,0,1,1
4057.65,8,202.93,767.12,26.0,0.104,0,241.66,7,0.669,0,0,1
1604.14,9,20.0,126.31,71.64,0.211,2,84.67,11,0.726,1,1,1
8219.63,3,354.54,111.51,75.68,0.255,0,192.17,6,0.427,0,0,1
1453.88,3,333.32,528.21,9.32,0.324,0,140.72,12,0.282,0,0,1
1752.39,3,285.38,20.06,85.46,0.076,0,148.43,10,0.195,0,0,0
2143.03,3,324.49,424.87,121.63,0.235,1,165.86,20,0.2,0,1,0
3647.59,3,461.51,2319.11,69.58,0.068,0,238.24,17,0.267,0,0,1
3418.33,9,188.63,1386.91,57.12,0.643,1,272.69,7,0.617,1,1,1
1124.25,3,287.39,2126.94,12.27,0.139,1,155.88,10,0.391,0,0,0
1061.04,2,101.07,94.23,50.77,0.266,0,46.18,11,0.142,0,0,0
3428.59,7,458.72,370.66,49.84,0.153,0,164.51,2,0.142,0,0,1
3696.85,6,259.47,647.74,23.51,0.455,0,97.92,23,0.403,0,0,0
1220.05,9,20.0,1019.14,5.99,0.544,1,315.78,10,0.185,0,0,0
369.74,5,205.32,398.66,28.45,0.084,2,203.73,13,0.78,0,1,0
1469.51,3,405.72,307.3,126.76,0.101,1,203.15,18,0.547,0,1,0
3372.89,6,337.16,291.15,76.0,0.43,1,115.11,8,0.291,0,1,0
10997.43,6,448.5,1246.44,21.87,0.211,0,78.89,16,0.135,0,0,1
545.69,5,236.81,384.78,10.91,0.51,2,261.72,12,0.192,0,0,1
1180.19,5,349.48,13.16,30.86,0.125,0,216.8,16,0.353,0,0,0
1224.88,1,294.86,1176.49,70.95,0.33,0,173.4,10,0.442,0,0,0
7015.0,4,291.97,140.76,57.8,0.31,1,298.7,18,0.154,0,0,1
1745.96,7,132.83,791.54,107.32,0.041,1,134.45,14,0.636,0,1,0
729.73,3,20.0,23.93,18.66,0.163,0,328.16,12,0.243,0,0,0
3161.16,5,243.29,391.49,34.1,0.225,0,178.63,21,0.217,0,0,0
1206.36,8,20.0,486.95,14.87,0.287,2,159.64,16,0.133,0,0,0
531.45,4,321.98,2891.99,74.22,0.163,1,177.4,8,0.341,0,0,0
740.43,9,199.63,73.84,27.24,0.49,2,113.31,18,0.452,0,1,0
10239.85,4,149.56,1113.9,27.96,0.446,0,259.76,8,0.216,0,0,1
2655.02,3,146.36,2676.26,84.3,0.352,0,221.12,11,0.694,0,1,0
2013.76,7,259.34,259.38,65.44,0.406,0,251.11,3,0.203,0,1,0
1408.25,7,364.91,204.59,31.91,0.238,1,91.67,23,0.366,0,0,1
2421.52,3,214.52,2430.39,23.63,0.241,0,206.15,5,0.416,0,0,0
2392.84,4,159.19,537.98,58.3,0.073,0,123.49,4,0.318,0,0,0
2421.56,8,160.83,1383.43,142.71,0.275,0,174.56,0,0.247,0,0,0
2028.08,7,444.42,1266.35,27.63,0.139,0,77.7,3,0.698,0,1,1
4310.45,7,244.39,315.62,1.99,0.399,1,112.94,6,0.247,0,1,1
1850.3,3,20.0,166.09,105.52,0.098,0,264.01,14,0.083,0,0,0
679.98,7,202.9,970.92,9.1,0.392,1,224.81,2,0.881,0,1,0
980.02,6,77.9,556.61,115.88,0.438,2,129.1,23,0.328,0,0,0
249.88,6,175.92,539.46,88.46,0.313,1,126.12,5,0.393,0,1,0
13722.84,2,108.71,632.09,53.89,0.265,0,89.42,2,0.045,0,0,1
4284.48,5,478.82,20.79,93.51,0.534,1,126.52,18,0.207,0,0,1
788.34,10,288.23,4.06,15.04,0.325,1,106.09,14,0.679,0,1,0
1363.97,7,378.02,301.64,96.84,0.173,3,287.25,8,0.628,0,1,1
956.35,10,477.02,312.88,41.23,0.256,1,169.79,11,0.494,0,1,0
8455.29,0,285.02,1014.76,9.75,0.062,0,129.89,20,0.161,0,0,1
437.08,8,556.16,315.22,14.69,0.394,3,218.32,14,0.245,0,1,1
2027.33,5,66.22,356.47,78.0,0.4,1,169.67,12,0.437,0,0,0
1622.09,4,419.21,638.0,92.49,0.452,0,179.97,5,0.151,0,0,1
4133.33,5,273.7,716.42,103.88,0.515,1,193.85,14,0.482,0,0,1
1629.44,6,354.53,324.32,10.19,0.276,0,132.08,20,0.169,0,0,0
311.62,7,232.83,653.35,116.15,0.265,1,239.47,1,0.537,0,1,0
1406.53,5,328.57,769.49,34.04,0.441,1,182.19,3,0.197,0,0,0
683.92,2,300.98,242.23,249.62,0.234,3,130.97,18,0.655,0,1,0
1957.81,4,238.44,215.08,32.36,0.319,2,232.76,23,0.106,0,1,1
7586.89,5,267.25,1768.98,14.53,0.253,1,210.85,10,0.25,0,0,1
317.53,3,460.89,834.05,3.08,0.42,1,184.86,14,0.174,0,0,0
812.22,3,162.56,298.1,54.68,0.185,0,37.85,13,0.427,0,0,0
1040.34,7,435.01,640.17,0.25,0.04,0,230.85,6,0.396,0,1,0
1234.44,11,160.23,983.18,90.4,0.293,2,122.91,23,0.456,0,1,0
3790.02,6,330.0,18.31,18.61,0.119,1,187.1,15,0.318,0,0,1
1519.98,12,243.45,2018.91,54.81,0.355,0,184.1,20,0.196,1,0,0
2740.25,7,325.48,1010.5,34.63,0.322,1,174.15,23,0.521,0,0,1
967.03,3,286.47,398.4,53.53,0.056,0,151.62,23,0.412,0,0,0
2275.43,6,312.54,2153.7,2.73,0.16,0,211.74,18,0.043,1,0,0
3935.52,3,326.41,45.97,10.96,0.575,0,163.53,18,0.199,0,0,1
869.31,5,273.13,1122.53,111.87,0.171,3,128.12,13,0.422,0,0,0
3949.55,4,399.98,597.72,27.02,0.563,1,220.77,5,0.53,0,1,1
1905.26,6,312.82,874.4,41.66,0.077,1,200.96,1,0.565,0,0,0
5143.35,13,460.39,510.0,30.54,0.145,0,170.76,22,0.476,1,0,1
1478.2,3,223.37,127.41,120.85,0.248,0,27.31,21,0.631,0,0,0
2647.17,4,161.88,241.74,11.12,0.132,1,139.35,1,0.186,0,0,0
1736.1,5,305.24,497.47,91.29,0.086,1,136.26,15,0.295,0,0,0
1642.19,3,78.42,2009.07,3.1,0.466,0,163.7,3,0.365,0,0,0
2342.4,8,380.88,56.61,97.35,0.076,1,61.91,9,0.04,0,1,0
3092.72,4,207.79,88.49,116.61,0.284,0,138.8,10,0.443,0,0,1
518.24,3,360.25,132.57,77.99,0.287,1,163.71,6,0.238,0,0,0
7582.77,6,293.77,800.0,16.23,0.06,0,202.06,10,0.414,0,0,1
281.56,6,245.0,364.95,6.06,0.426,0,116.52,22,0.36,0,1,0
911.59,2,289.06,129.3,34.74,0.242,0,281.21,3,0.09,0,0,0
1645.39,5,78.32,104.06,54.8,0.148,1,225.93,6,0.498,0,0,0
2730.82,4,200.96,897.08,85.52,0.502,0,267.53,3,0.126,0,0,1
8744.43,3,346.34,496.8,35.25,0.563,0,238.94,3,0.064,0,0,1
281.94,3,90.62,1649.33,39.56,0.346,0,174.49,5,0.124,0,0,0
1088.23,4,320.73,414.05,137.49,0.331,2,165.07,1,0.07,0,0,0
215.54,11,353.69,853.09,2.45,0.195,0,245.76,15,0.353,0,0,0
1866.13,5,172.59,1271.1,19.21,0.249,1,143.58,3,0.603,0,0,1
2372.46,6,409.53,2457.72,28.83,0.073,0,174.03,2,0.102,0,0,0
8873.24,4,347.46,1627.87,51.01,0.038,0,129.84,2,0.568,0,0,1
2039.86,3,415.68,1194.41,4.99,0.232,0,260.07,3,0.513,0,1,1
5135.98,6,294.11,426.03,103.91,0.227,0,40.38,5,0.312,0,1,1
3241.65,5,200.56,3250.48,19.02,0.467,0,264.55,21,0.816,0,1,0
1169.99,10,390.36,246.0,10.23,0.416,2,270.57,17,0.398,0,1,0
441.88,6,251.46,866.1,44.77,0.701,1,191.05,20,0.484,0,1,0
2380.35,6,362.73,111.98,7.57,0.129,4,304.22,15,0.382,0,1,1
406.63,6,195.89,744.98,20.03,0.262,1,44.79,8,0.533,0,0,0
6602.52,6,184.69,936.66,98.98,0.303,0,233.84,19,0.044,0,0,1
1537.54,6,160.91,75.71,77.88,0.209,0,103.46,1,0.154,0,0,0
5974.03,5,419.83,279.59,16.5,0.167,0,253.54,14,0.052,0,0,1
1118.55,11,328.4,820.72,27.21,0.367,0,37.79,5,0.263,0,1,0
2365.75,6,72.24,737.31,35.43,0.483,0,281.88,21,0.4,0,0,0
2229.09,3,212.81,882.61,41.85,0.362,1,132.57,8,0.247,0,1,1
1728.41,2,276.86,106.32,17.86,0.107,1,95.05,20,0.324,0,0,1
1173.02,4,431.73,579.4,38.19,0.381,2,74.16,7,0.316,0,0,0
2677.01,9,215.94,2100.52,74.2,0.114,0,182.64,2,0.09,0,0,0
716.11,8,377.02,2459.32,57.92,0.211,0,280.23,22,0.57,0,1,0
539.46,10,453.61,108.41,150.74,0.275,1,208.68,16,0.339,0,1,0
6265.58,9,101.31,1798.46,13.63,0.618,0,20.0,2,0.28,0,0,1
3741.22,3,257.76,687.32,56.7,0.37,0,228.07,6,0.238,0,1,0
1931.19,5,172.37,1118.43,149.48,0.328,2,63.37,12,0.48,0,0,0
9558.08,4,425.08,130.62,5.05,0.141,2,223.78,1,0.182,0,1,1
1383.31,5,318.83,1071.12,41.27,0.284,0,223.25,15,0.309,0,0,0
6786.59,6,197.81,58.98,208.0,0.209,0,251.94,12,0.403,0,0,1
2155.06,6,133.17,801.95,3.17,0.38,3,173.1,5,0.25,0,1,1
648.88,1,175.25,882.26,22.55,0.192,1,112.95,23,0.269,0,0,0
11476.31,6,136.65,874.26,4.44,0.375,2,229.82,12,0.419,0,0,1
4869.33,8,183.2,48.36,44.07,0.28,2,351.99,8,0.61,0,0,1
1601.95,6,175.43,387.86,95.77,0.421,0,71.45,12,0.29,0,0,0
3741.24,3,315.03,1091.3,13.85,0.074,0,71.78,18,0.636,0,0,1
1207.49,4,155.17,1274.92,11.42,0.117,1,143.72,0,0.456,0,1,0
4142.89,5,310.88,429.61,37.76,0.167,2,174.61,5,0.256,0,0,1
165.49,7,168.85,141.41,21.95,0.292,1,66.36,2,0.599,0,1,0
652.1,7,108.97,553.63,87.47,0.318,0,234.8,19,0.181,0,0,0
4813.89,3,220.2,840.46,7.19,0.312,1,240.75,12,0.576,0,0,0
1408.59,5,174.69,2024.61,122.94,0.168,0,135.49,4,0.848,0,1,0
2225.07,2,111.87,914.92,83.23,0.145,2,247.49,16,0.418,0,1,0
470.23,4,176.42,1383.75,0.76,0.367,1,346.85,15,0.133,0,0,0
11474.32,10,439.94,246.03,16.32,0.175,2,131.38,21,0.397,0,1,1
5946.33,2,200.69,1432.96,122.44,0.091,0,20.0,3,0.177,0,0,1
1479.29,6,285.01,757.34,96.62,0.043,0,144.05,8,0.364,0,0,0
1206.29,3,168.27,637.01,33.96,0.344,0,272.87,17,0.234,0,0,0
5062.44,6,343.94,248.34,39.63,0.579,1,107.31,3,0.135,0,0,1
13127.58,7,92.22,182.42,4.21,0.426,0,61.89,0,0.541,0,0,1
4692.69,4,387.72,627.99,80.42,0.17,1,278.05,5,0.432,0,0,1
15863.92,5,359.81,1776.35,3.97,0.146,0,82.75,17,0.494,0,0,1
718.85,3,235.87,214.7,51.63,0.275,0,142.08,5,0.171,0,0,0
796.81,8,443.67,261.35,6.05,0.424,3,354.43,4,0.18,0,1,1
550.63,4,346.21,2363.99,28.43,0.175,0,170.29,0,0.391,0,0,0
2812.31,5,531.99,21.57,22.32,0.642,1,213.4,16,0.437,0,1,1
2155.12,1,342.87,531.48,26.79,0.434,1,171.67,0,0.743,0,0,1
1553.16,5,118.67,601.92,43.07,0.484,3,126.86,20,0.526,0,0,0
4061.3,5,173.07,900.93,7.56,0.069,1,143.82,19,0.585,0,0,0
6200.15,4,360.34,172.52,12.62,0.278,1,136.23,15,0.165,0,0,1
393.21,3,71.33,677.81,5.57,0.522,2,182.91,9,0.248,0,0,0
995.28,5,242.35,92.75,52.92,0.146,0,260.33,9,0.493,0,1,0
4105.75,7,20.0,248.5,2.72,0.343,0,161.06,1,0.449,0,1,1
1132.59,7,362.84,12.18,53.71,0.199,1,239.6,14,0.378,0,1,0
813.86,6,236.78,483.25,180.58,0.071,0,253.23,8,0.34,0,0,0
5006.73,7,198.43,154.0,110.0,0.338,1,233.18,0,0.021,0,0,1
497.95,3,240.38,81.41,19.74,0.484,1,123.21,5,0.234,0,1,0
1337.32,5,164.78,337.65,12.09,0.379,0,252.31,5,0.366,0,0,0
2511.52,4,118.5,66.03,161.36,0.384,0,43.56,16,0.111,0,0,0
1018.6,5,255.56,873.5,29.33,0.281,1,153.33,2,0.246,0,0,0
3956.66,2,200.39,179.38,21.72,0.42,1,134.48,8,0.324,0,0,0
1023.64,3,131.22,991.05,6.74,0.13,2,300.45,18,0.891,0,0,0
7395.44,4,478.39,1465.35,9.11,0.269,1,307.75,17,0.103,0,0,1
1594.4,3,238.36,1081.66,67.69,0.251,0,220.58,15,0.611,0,1,0
3537.83,1,198.81,1151.25,11.24,0.304,1,123.96,15,0.19,0,0,1
3812.44,3,245.34,825.73,9.86,0.494,0,165.29,17,0.107,0,0,1
965.32,3,238.8,377.67,19.45,0.202,1,164.69,14,0.175,0,0,0
231.95,4,224.98,342.84,122.28,0.167,0,259.5,19,0.107,0,0,0
2593.48,8,79.2,673.21,44.5,0.352,0,216.58,23,0.234,0,0,0
1943.58,6,409.12,228.07,74.59,0.151,1,181.94,7,0.195,0,0,0
3152.11,7,151.54,338.07,63.45,0.374,2,123.42,22,0.669,0,1,1
1441.55,2,440.23,135.02,149.67,0.236,3,145.76,7,0.07,0,0,0
1175.65,4,109.13,1211.8,58.62,0.258,1,76.67,18,0.555,0,0,0
